# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-11-20 11:18:13 -05:00	(natwebsdas01)
#
# US Geological Survey groundwater levels
#
# Data for the following 1 site(s) are contained in this file
#    USGS 430429089230301 DN-07/09E/23-0005
# -----------------------------------------------------------------------------------
#
# The fields in this file include:
# ---------------------------------
# agency_cd     Agency code
# site_no       USGS site number
# site_tp_cd    Site type code
# lev_dt        Date level measured
# lev_tm        Time level measured
# lev_tz_cd     Time datum
# lev_va        Water-level value in feet below land surface
# sl_lev_va     Water-level value in feet above specific vertical datum
# sl_datum_cd   Referenced vertical datum
# lev_status_cd Status
# lev_agency_cd Measuring agency
#
# Referenced agency codes (lev_agency_cd) included in this output
#
#     ""         Not Determined
#     USGS       U.S. Geological Survey
#     WI001      Wisconsin Department of Natural Resources
#     WI013      Wisconsin Department of Administration
#
# Referenced site type codes (site_tp_cd) included in this output
#
#     GW         Well
#
# Referenced water-level site status codes (lev_status_cd) included in this output
#
#     ""         The reported water-level measurement represents a static level
#
#
agency_cd	site_no	site_tp_cd	lev_dt	lev_tm	lev_tz_cd	lev_va	sl_lev_va	sl_datum_cd	lev_status_cd	lev_agency_cd
USGS	430429089230301	GW	1959-01-30		UTC	89.36				
USGS	430429089230301	GW	1959-01-31		UTC	89.51				
USGS	430429089230301	GW	1959-02-01		UTC	89.53				
USGS	430429089230301	GW	1959-02-02		UTC	89.52				
USGS	430429089230301	GW	1959-02-03		UTC	89.38				
USGS	430429089230301	GW	1959-02-04		UTC	89.18				
USGS	430429089230301	GW	1959-02-05		UTC	89.24				
USGS	430429089230301	GW	1959-02-06		UTC	89.44				
USGS	430429089230301	GW	1959-02-07		UTC	89.51				
USGS	430429089230301	GW	1959-02-08		UTC	89.51				
USGS	430429089230301	GW	1959-02-09		UTC	89.44				
USGS	430429089230301	GW	1959-02-10		UTC	89.25				
USGS	430429089230301	GW	1959-02-11		UTC	89.32				
USGS	430429089230301	GW	1959-02-12		UTC	89.35				
USGS	430429089230301	GW	1959-02-13		UTC	89.4				
USGS	430429089230301	GW	1959-02-14		UTC	89.41				
USGS	430429089230301	GW	1959-02-15		UTC	89.41				
USGS	430429089230301	GW	1959-02-16		UTC	89.4				
USGS	430429089230301	GW	1959-02-17		UTC	89.26				
USGS	430429089230301	GW	1959-02-18		UTC	89.34				
USGS	430429089230301	GW	1959-02-19		UTC	89.47				
USGS	430429089230301	GW	1959-02-20		UTC	89.58				
USGS	430429089230301	GW	1959-02-21		UTC	89.65				
USGS	430429089230301	GW	1959-02-22		UTC	89.66				
USGS	430429089230301	GW	1959-02-23		UTC	89.61				
USGS	430429089230301	GW	1959-02-24		UTC	89.38				
USGS	430429089230301	GW	1959-02-25		UTC	89.42				
USGS	430429089230301	GW	1959-02-26		UTC	89.42				
USGS	430429089230301	GW	1959-02-27		UTC	89.44				
USGS	430429089230301	GW	1959-02-28		UTC	89.47				
USGS	430429089230301	GW	1959-03-01		UTC	89.47				
USGS	430429089230301	GW	1959-03-02		UTC	89.34				
USGS	430429089230301	GW	1959-03-03		UTC	89.12				
USGS	430429089230301	GW	1959-03-04		UTC	89.17				
USGS	430429089230301	GW	1959-03-05		UTC	89.22				
USGS	430429089230301	GW	1959-03-06		UTC	89.2				
USGS	430429089230301	GW	1959-03-07		UTC	89.17				
USGS	430429089230301	GW	1959-03-08		UTC	89.17				
USGS	430429089230301	GW	1959-03-09		UTC	89.07				
USGS	430429089230301	GW	1959-03-10		UTC	88.95				
USGS	430429089230301	GW	1959-03-11		UTC	89.03				
USGS	430429089230301	GW	1959-03-12		UTC	89.05				
USGS	430429089230301	GW	1959-03-13		UTC	89.12				
USGS	430429089230301	GW	1959-03-14		UTC	89.17				
USGS	430429089230301	GW	1959-03-15		UTC	89.17				
USGS	430429089230301	GW	1959-03-16		UTC	89.03				
USGS	430429089230301	GW	1959-03-17		UTC	88.88				
USGS	430429089230301	GW	1959-03-18		UTC	88.96				
USGS	430429089230301	GW	1959-03-19		UTC	89.09				
USGS	430429089230301	GW	1959-03-20		UTC	89.27				
USGS	430429089230301	GW	1959-03-21		UTC	89.44				
USGS	430429089230301	GW	1959-03-22		UTC	89.49				
USGS	430429089230301	GW	1959-03-23		UTC	89.47				
USGS	430429089230301	GW	1959-03-24		UTC	89.32				
USGS	430429089230301	GW	1959-03-25		UTC	89.34				
USGS	430429089230301	GW	1959-03-26		UTC	89.39				
USGS	430429089230301	GW	1959-03-27		UTC	89.41				
USGS	430429089230301	GW	1959-03-28		UTC	89.43				
USGS	430429089230301	GW	1959-03-29		UTC	89.4				
USGS	430429089230301	GW	1959-03-30		UTC	89.13				
USGS	430429089230301	GW	1959-03-31		UTC	88.53				
USGS	430429089230301	GW	1959-04-01		UTC	88.36				
USGS	430429089230301	GW	1959-04-02		UTC	88.36				
USGS	430429089230301	GW	1959-04-03		UTC	87.85				
USGS	430429089230301	GW	1959-04-04		UTC	87.75				
USGS	430429089230301	GW	1959-04-05		UTC	87.7				
USGS	430429089230301	GW	1959-04-06		UTC	87.48				
USGS	430429089230301	GW	1959-04-07		UTC	87.32				
USGS	430429089230301	GW	1959-04-08		UTC	87.33				
USGS	430429089230301	GW	1959-04-09		UTC	87.44				
USGS	430429089230301	GW	1959-04-10		UTC	87.51				
USGS	430429089230301	GW	1959-04-11		UTC	87.53				
USGS	430429089230301	GW	1959-04-12		UTC	87.47				
USGS	430429089230301	GW	1959-04-13		UTC	87.26				
USGS	430429089230301	GW	1959-04-14		UTC	87.04				
USGS	430429089230301	GW	1959-04-15		UTC	86.98				
USGS	430429089230301	GW	1959-04-16		UTC	87.09				
USGS	430429089230301	GW	1959-04-17		UTC	87.1				
USGS	430429089230301	GW	1959-04-18		UTC	87.14				
USGS	430429089230301	GW	1959-04-19		UTC	87.14				
USGS	430429089230301	GW	1959-04-20		UTC	87.08				
USGS	430429089230301	GW	1959-04-21		UTC	86.98				
USGS	430429089230301	GW	1959-04-22		UTC	87.03				
USGS	430429089230301	GW	1959-04-23		UTC	87.1				
USGS	430429089230301	GW	1959-04-24		UTC	87.2				
USGS	430429089230301	GW	1959-04-25		UTC	87.29				
USGS	430429089230301	GW	1959-04-26		UTC	87.34				
USGS	430429089230301	GW	1959-04-27		UTC	87.31				
USGS	430429089230301	GW	1959-04-28		UTC	87.1				
USGS	430429089230301	GW	1959-04-29		UTC	87.05				
USGS	430429089230301	GW	1959-04-30		UTC	87.21				
USGS	430429089230301	GW	1959-05-01		UTC	87.39				
USGS	430429089230301	GW	1959-05-02		UTC	87.52				
USGS	430429089230301	GW	1959-05-03		UTC	87.58				
USGS	430429089230301	GW	1959-05-04		UTC	87.57				
USGS	430429089230301	GW	1959-05-05		UTC	87.6				
USGS	430429089230301	GW	1959-05-06		UTC	87.82				
USGS	430429089230301	GW	1959-05-07		UTC	88.22				
USGS	430429089230301	GW	1959-05-08		UTC	88.45				
USGS	430429089230301	GW	1959-05-09		UTC	88.53				
USGS	430429089230301	GW	1959-05-10		UTC	88.52				
USGS	430429089230301	GW	1959-05-11		UTC	88.22				
USGS	430429089230301	GW	1959-05-12		UTC	88.08				
USGS	430429089230301	GW	1959-05-13		UTC	88.13				
USGS	430429089230301	GW	1959-05-14		UTC	88.17				
USGS	430429089230301	GW	1959-05-15		UTC	88.19				
USGS	430429089230301	GW	1959-05-16		UTC	88.18				
USGS	430429089230301	GW	1959-05-17		UTC	88.13				
USGS	430429089230301	GW	1959-05-18		UTC	87.95				
USGS	430429089230301	GW	1959-05-19		UTC	87.82				
USGS	430429089230301	GW	1959-05-20		UTC	88.02				
USGS	430429089230301	GW	1959-05-21		UTC	88.21				
USGS	430429089230301	GW	1959-05-22		UTC	88.37				
USGS	430429089230301	GW	1959-05-23		UTC	88.51				
USGS	430429089230301	GW	1959-05-24		UTC	88.51				
USGS	430429089230301	GW	1959-05-25		UTC	88.4				
USGS	430429089230301	GW	1959-05-26		UTC	88.09				
USGS	430429089230301	GW	1959-05-27		UTC	88.1				
USGS	430429089230301	GW	1959-05-28		UTC	88.29				
USGS	430429089230301	GW	1959-05-29		UTC	88.43				
USGS	430429089230301	GW	1959-05-30		UTC	88.53				
USGS	430429089230301	GW	1959-05-31		UTC	88.52				
USGS	430429089230301	GW	1959-06-01		UTC	88.33				
USGS	430429089230301	GW	1959-06-02		UTC	88.22				
USGS	430429089230301	GW	1959-06-03		UTC	88.34				
USGS	430429089230301	GW	1959-06-04		UTC	88.53				
USGS	430429089230301	GW	1959-06-05		UTC	88.71				
USGS	430429089230301	GW	1959-06-06		UTC	88.9				
USGS	430429089230301	GW	1959-06-07		UTC	88.99				
USGS	430429089230301	GW	1959-06-08		UTC	88.99				
USGS	430429089230301	GW	1959-06-09		UTC	89				
USGS	430429089230301	GW	1959-06-10		UTC	89.12				
USGS	430429089230301	GW	1959-06-11		UTC	89.19				
USGS	430429089230301	GW	1959-06-12		UTC	89.26				
USGS	430429089230301	GW	1959-06-13		UTC	89.34				
USGS	430429089230301	GW	1959-06-14		UTC	89.34				
USGS	430429089230301	GW	1959-06-15		UTC	89.2				
USGS	430429089230301	GW	1959-06-16		UTC	88.89				
USGS	430429089230301	GW	1959-06-17		UTC	88.85				
USGS	430429089230301	GW	1959-06-18		UTC	88.93				
USGS	430429089230301	GW	1959-06-19		UTC	88.95				
USGS	430429089230301	GW	1959-06-20		UTC	88.98				
USGS	430429089230301	GW	1959-06-21		UTC	89.01				
USGS	430429089230301	GW	1959-06-22		UTC	88.98				
USGS	430429089230301	GW	1959-06-23		UTC	88.92				
USGS	430429089230301	GW	1959-06-24		UTC	89.05				
USGS	430429089230301	GW	1959-06-25		UTC	89.19				
USGS	430429089230301	GW	1959-06-26		UTC	89.31				
USGS	430429089230301	GW	1959-06-27		UTC	89.37				
USGS	430429089230301	GW	1959-06-28		UTC	89.37				
USGS	430429089230301	GW	1959-06-29		UTC	89.22				
USGS	430429089230301	GW	1959-06-30		UTC	89.01				
USGS	430429089230301	GW	1959-07-01		UTC	88.86				
USGS	430429089230301	GW	1959-07-02		UTC	88.68				
USGS	430429089230301	GW	1959-07-03		UTC	88.57				
USGS	430429089230301	GW	1959-07-04		UTC	88.51				
USGS	430429089230301	GW	1959-07-05		UTC	88.29				
USGS	430429089230301	GW	1959-07-06		UTC	87.85				
USGS	430429089230301	GW	1959-07-07		UTC	87.57				
USGS	430429089230301	GW	1959-07-08		UTC	87.62				
USGS	430429089230301	GW	1959-07-09		UTC	87.77				
USGS	430429089230301	GW	1959-07-10		UTC	87.88				
USGS	430429089230301	GW	1959-07-11		UTC	87.93				
USGS	430429089230301	GW	1959-07-12		UTC	87.93				
USGS	430429089230301	GW	1959-07-13		UTC	87.84				
USGS	430429089230301	GW	1959-07-14		UTC	87.68				
USGS	430429089230301	GW	1959-07-15		UTC	87.79				
USGS	430429089230301	GW	1959-07-16		UTC	87.97				
USGS	430429089230301	GW	1959-07-17		UTC	88.17				
USGS	430429089230301	GW	1959-07-18		UTC	88.34				
USGS	430429089230301	GW	1959-07-19		UTC	88.38				
USGS	430429089230301	GW	1959-07-20		UTC	88.38				
USGS	430429089230301	GW	1959-07-21		UTC	88.27				
USGS	430429089230301	GW	1959-07-22		UTC	88.41				
USGS	430429089230301	GW	1959-07-23		UTC	88.57				
USGS	430429089230301	GW	1959-07-24		UTC	88.71				
USGS	430429089230301	GW	1959-07-25		UTC	88.86				
USGS	430429089230301	GW	1959-07-26		UTC	88.89				
USGS	430429089230301	GW	1959-07-28		UTC	88.74				
USGS	430429089230301	GW	1959-07-29		UTC	88.93				
USGS	430429089230301	GW	1959-07-30		UTC	89.05				
USGS	430429089230301	GW	1959-07-31		UTC	89.1				
USGS	430429089230301	GW	1959-08-01		UTC	89.11				
USGS	430429089230301	GW	1959-08-02		UTC	89.11				
USGS	430429089230301	GW	1959-08-03		UTC	88.76				
USGS	430429089230301	GW	1959-08-04		UTC	88.35				
USGS	430429089230301	GW	1959-08-05		UTC	88.29				
USGS	430429089230301	GW	1959-08-06		UTC	88.39				
USGS	430429089230301	GW	1959-08-07		UTC	88.51				
USGS	430429089230301	GW	1959-08-10		UTC	88.5				
USGS	430429089230301	GW	1959-08-15		UTC	88.2				
USGS	430429089230301	GW	1959-08-20		UTC	88.3				
USGS	430429089230301	GW	1959-08-25		UTC	88.25				
USGS	430429089230301	GW	1959-08-27		UTC	88.4				
USGS	430429089230301	GW	1959-08-28		UTC	88.41				
USGS	430429089230301	GW	1959-08-29		UTC	88.4				
USGS	430429089230301	GW	1959-08-30		UTC	88.35				
USGS	430429089230301	GW	1959-08-31		UTC	88.2				
USGS	430429089230301	GW	1959-09-01		UTC	88.03				
USGS	430429089230301	GW	1959-09-02		UTC	87.91				
USGS	430429089230301	GW	1959-09-05		UTC	87.95				
USGS	430429089230301	GW	1959-09-10		UTC	86.9				
USGS	430429089230301	GW	1959-09-15		UTC	86.85				
USGS	430429089230301	GW	1959-09-20		UTC	86.8				
USGS	430429089230301	GW	1959-09-25		UTC	86.75				
USGS	430429089230301	GW	1959-09-30		UTC	86.7				
USGS	430429089230301	GW	1959-10-05		UTC	86.65				
USGS	430429089230301	GW	1959-10-06		UTC	86.63				
USGS	430429089230301	GW	1959-10-07		UTC	86.58				
USGS	430429089230301	GW	1959-10-08		UTC	86.54				
USGS	430429089230301	GW	1959-10-09		UTC	86.47				
USGS	430429089230301	GW	1959-10-10		UTC	86.49				
USGS	430429089230301	GW	1959-10-11		UTC	86.43				
USGS	430429089230301	GW	1959-10-12		UTC	86.12				
USGS	430429089230301	GW	1959-10-13		UTC	86.02				
USGS	430429089230301	GW	1959-10-14		UTC	86.05				
USGS	430429089230301	GW	1959-10-15		UTC	86.09				
USGS	430429089230301	GW	1959-10-16		UTC	86.22				
USGS	430429089230301	GW	1959-10-17		UTC	86.31				
USGS	430429089230301	GW	1959-10-18		UTC	86.31				
USGS	430429089230301	GW	1959-10-19		UTC	86.19				
USGS	430429089230301	GW	1959-10-20		UTC	86.22				
USGS	430429089230301	GW	1959-10-21		UTC	86.32				
USGS	430429089230301	GW	1959-10-22		UTC	86.35				
USGS	430429089230301	GW	1959-10-23		UTC	86.35				
USGS	430429089230301	GW	1959-10-24		UTC	86.34				
USGS	430429089230301	GW	1959-10-25		UTC	86.29				
USGS	430429089230301	GW	1959-10-26		UTC	86.16				
USGS	430429089230301	GW	1959-10-27		UTC	86.05				
USGS	430429089230301	GW	1959-10-28		UTC	86.14				
USGS	430429089230301	GW	1959-10-29		UTC	86.18				
USGS	430429089230301	GW	1959-10-30		UTC	86.24				
USGS	430429089230301	GW	1959-10-31		UTC	86.26				
USGS	430429089230301	GW	1959-11-01		UTC	86.19				
USGS	430429089230301	GW	1959-11-02		UTC	86.19				
USGS	430429089230301	GW	1959-11-03		UTC	85.9				
USGS	430429089230301	GW	1959-11-04		UTC	85.89				
USGS	430429089230301	GW	1959-11-05		UTC	85.92				
USGS	430429089230301	GW	1959-11-06		UTC	86.02				
USGS	430429089230301	GW	1959-11-07		UTC	86.02				
USGS	430429089230301	GW	1959-11-08		UTC	85.93				
USGS	430429089230301	GW	1959-11-09		UTC	85.66				
USGS	430429089230301	GW	1959-11-10		UTC	85.5				
USGS	430429089230301	GW	1959-11-11		UTC	85.47				
USGS	430429089230301	GW	1959-11-12		UTC	85.47				
USGS	430429089230301	GW	1959-11-13		UTC	85.42				
USGS	430429089230301	GW	1959-11-14		UTC	85.44				
USGS	430429089230301	GW	1959-11-15		UTC	85.43				
USGS	430429089230301	GW	1959-11-16		UTC	85.38				
USGS	430429089230301	GW	1959-11-17		UTC	85.35				
USGS	430429089230301	GW	1959-11-18		UTC	85.38				
USGS	430429089230301	GW	1959-11-19		UTC	85.41				
USGS	430429089230301	GW	1959-11-20		UTC	85.47				
USGS	430429089230301	GW	1959-11-21		UTC	85.49				
USGS	430429089230301	GW	1959-11-22		UTC	85.49				
USGS	430429089230301	GW	1959-11-23		UTC	85.47				
USGS	430429089230301	GW	1959-11-24		UTC	85.35				
USGS	430429089230301	GW	1959-11-25		UTC	85.36				
USGS	430429089230301	GW	1959-11-26		UTC	85.42				
USGS	430429089230301	GW	1959-11-27		UTC	85.42				
USGS	430429089230301	GW	1959-11-28		UTC	85.38				
USGS	430429089230301	GW	1959-11-29		UTC	85.36				
USGS	430429089230301	GW	1959-11-30		UTC	85.21				
USGS	430429089230301	GW	1959-12-01		UTC	85.08				
USGS	430429089230301	GW	1959-12-02		UTC	85.21				
USGS	430429089230301	GW	1959-12-03		UTC	85.34				
USGS	430429089230301	GW	1959-12-04		UTC	85.41				
USGS	430429089230301	GW	1959-12-05		UTC	85.53				
USGS	430429089230301	GW	1959-12-06		UTC	85.54				
USGS	430429089230301	GW	1959-12-07		UTC	85.51				
USGS	430429089230301	GW	1959-12-08		UTC	85.55				
USGS	430429089230301	GW	1959-12-09		UTC	85.67				
USGS	430429089230301	GW	1959-12-10		UTC	85.79				
USGS	430429089230301	GW	1959-12-11		UTC	85.83				
USGS	430429089230301	GW	1959-12-12		UTC	85.87				
USGS	430429089230301	GW	1959-12-13		UTC	85.87				
USGS	430429089230301	GW	1959-12-14		UTC	85.87				
USGS	430429089230301	GW	1959-12-15		UTC	85.85				
USGS	430429089230301	GW	1959-12-16		UTC	85.89				
USGS	430429089230301	GW	1959-12-17		UTC	85.99				
USGS	430429089230301	GW	1959-12-18		UTC	86.08				
USGS	430429089230301	GW	1959-12-19		UTC	86.14				
USGS	430429089230301	GW	1959-12-20		UTC	86.14				
USGS	430429089230301	GW	1959-12-21		UTC	86.02				
USGS	430429089230301	GW	1959-12-22		UTC	85.91				
USGS	430429089230301	GW	1959-12-23		UTC	85.85				
USGS	430429089230301	GW	1959-12-24		UTC	85.79				
USGS	430429089230301	GW	1959-12-25		UTC	85.73				
USGS	430429089230301	GW	1959-12-26		UTC	85.73				
USGS	430429089230301	GW	1959-12-27		UTC	84.71				
USGS	430429089230301	GW	1959-12-28		UTC	84.52				
USGS	430429089230301	GW	1959-12-29		UTC	84.37				
USGS	430429089230301	GW	1959-12-30		UTC	84.59				
USGS	430429089230301	GW	1959-12-31		UTC	84.77				
USGS	430429089230301	GW	1960-01-01		UTC	84.77				
USGS	430429089230301	GW	1960-01-02		UTC	84.45				
USGS	430429089230301	GW	1960-01-03		UTC	84.2				
USGS	430429089230301	GW	1960-01-04		UTC	84.25				
USGS	430429089230301	GW	1960-01-05		UTC	84.46				
USGS	430429089230301	GW	1960-01-06		UTC	84.59				
USGS	430429089230301	GW	1960-01-07		UTC	84.7				
USGS	430429089230301	GW	1960-01-08		UTC	85.06				
USGS	430429089230301	GW	1960-01-09		UTC	85.2				
USGS	430429089230301	GW	1960-01-10		UTC	85.2				
USGS	430429089230301	GW	1960-01-11		UTC	85.18				
USGS	430429089230301	GW	1960-01-12		UTC	85.17				
USGS	430429089230301	GW	1960-01-13		UTC	85.2				
USGS	430429089230301	GW	1960-01-14		UTC	85.2				
USGS	430429089230301	GW	1960-01-15		UTC	85.18				
USGS	430429089230301	GW	1960-01-16		UTC	85.26				
USGS	430429089230301	GW	1960-01-17		UTC	85.26				
USGS	430429089230301	GW	1960-01-18		UTC	85.2				
USGS	430429089230301	GW	1960-01-19		UTC	85.1				
USGS	430429089230301	GW	1960-01-20		UTC	85.19				
USGS	430429089230301	GW	1960-01-21		UTC	85.2				
USGS	430429089230301	GW	1960-01-22		UTC	85.29				
USGS	430429089230301	GW	1960-01-23		UTC	85.32				
USGS	430429089230301	GW	1960-01-24		UTC	85.32				
USGS	430429089230301	GW	1960-01-25		UTC	85.09				
USGS	430429089230301	GW	1960-01-26		UTC	84.93				
USGS	430429089230301	GW	1960-01-27		UTC	85.02				
USGS	430429089230301	GW	1960-01-28		UTC	85.08				
USGS	430429089230301	GW	1960-01-29		UTC	85.2				
USGS	430429089230301	GW	1960-01-30		UTC	85.2				
USGS	430429089230301	GW	1960-01-31		UTC	85.2				
USGS	430429089230301	GW	1960-02-01		UTC	85.16				
USGS	430429089230301	GW	1960-02-02		UTC	85.24				
USGS	430429089230301	GW	1960-02-03		UTC	85.35				
USGS	430429089230301	GW	1960-02-04		UTC	85.37				
USGS	430429089230301	GW	1960-02-05		UTC	85.38				
USGS	430429089230301	GW	1960-02-06		UTC	85.38				
USGS	430429089230301	GW	1960-02-07		UTC	85.37				
USGS	430429089230301	GW	1960-02-08		UTC	85.33				
USGS	430429089230301	GW	1960-02-09		UTC	85.24				
USGS	430429089230301	GW	1960-02-10		UTC	85.31				
USGS	430429089230301	GW	1960-02-11		UTC	85.47				
USGS	430429089230301	GW	1960-02-12		UTC	85.67				
USGS	430429089230301	GW	1960-02-13		UTC	85.69				
USGS	430429089230301	GW	1960-02-14		UTC	85.65				
USGS	430429089230301	GW	1960-02-15		UTC	85.44				
USGS	430429089230301	GW	1960-02-16		UTC	85.25				
USGS	430429089230301	GW	1960-02-17		UTC	85.32				
USGS	430429089230301	GW	1960-02-18		UTC	85.44				
USGS	430429089230301	GW	1960-02-19		UTC	85.6				
USGS	430429089230301	GW	1960-02-20		UTC	85.65				
USGS	430429089230301	GW	1960-02-21		UTC	85.65				
USGS	430429089230301	GW	1960-02-22		UTC	85.46				
USGS	430429089230301	GW	1960-02-23		UTC	85.4				
USGS	430429089230301	GW	1960-02-24		UTC	85.41				
USGS	430429089230301	GW	1960-02-25		UTC	85.45				
USGS	430429089230301	GW	1960-02-29		UTC	85.5				
USGS	430429089230301	GW	1960-03-05		UTC	85.65				
USGS	430429089230301	GW	1960-03-07		UTC	85.74				
USGS	430429089230301	GW	1960-03-08		UTC	85.88				
USGS	430429089230301	GW	1960-03-09		UTC	85.99				
USGS	430429089230301	GW	1960-03-10		UTC	86.12				
USGS	430429089230301	GW	1960-03-11		UTC	86.26				
USGS	430429089230301	GW	1960-03-12		UTC	84.4				
USGS	430429089230301	GW	1960-03-13		UTC	86.42				
USGS	430429089230301	GW	1960-03-14		UTC	86.18				
USGS	430429089230301	GW	1960-03-15		UTC	86.02				
USGS	430429089230301	GW	1960-03-16		UTC	85.99				
USGS	430429089230301	GW	1960-03-17		UTC	86.01				
USGS	430429089230301	GW	1960-03-18		UTC	86.01				
USGS	430429089230301	GW	1960-03-19		UTC	86.03				
USGS	430429089230301	GW	1960-03-20		UTC	86.04				
USGS	430429089230301	GW	1960-03-21		UTC	85.94				
USGS	430429089230301	GW	1960-03-22		UTC	85.96				
USGS	430429089230301	GW	1960-03-23		UTC	85.98				
USGS	430429089230301	GW	1960-03-24		UTC	86				
USGS	430429089230301	GW	1960-03-25		UTC	86.15				
USGS	430429089230301	GW	1960-03-26		UTC	86.15				
USGS	430429089230301	GW	1960-03-27		UTC	86				
USGS	430429089230301	GW	1960-03-28		UTC	85.77				
USGS	430429089230301	GW	1960-03-29		UTC	85.71				
USGS	430429089230301	GW	1960-03-30		UTC	85.7				
USGS	430429089230301	GW	1960-03-31		UTC	85.73				
USGS	430429089230301	GW	1960-04-01		UTC	85.83				
USGS	430429089230301	GW	1960-04-02		UTC	85.84				
USGS	430429089230301	GW	1960-04-03		UTC	85.77				
USGS	430429089230301	GW	1960-04-04		UTC	85.53				
USGS	430429089230301	GW	1960-04-05		UTC	85.54				
USGS	430429089230301	GW	1960-04-06		UTC	85.54				
USGS	430429089230301	GW	1960-04-07		UTC	85.59				
USGS	430429089230301	GW	1960-04-08		UTC	85.57				
USGS	430429089230301	GW	1960-04-09		UTC	85.8				
USGS	430429089230301	GW	1960-04-10		UTC	85.8				
USGS	430429089230301	GW	1960-04-11		UTC	85.65				
USGS	430429089230301	GW	1960-04-12		UTC	85.68				
USGS	430429089230301	GW	1960-04-13		UTC	85.8				
USGS	430429089230301	GW	1960-04-14		UTC	86.01				
USGS	430429089230301	GW	1960-04-15		UTC	85.1				
USGS	430429089230301	GW	1960-04-16		UTC	85.1				
USGS	430429089230301	GW	1960-04-17		UTC	85.96				
USGS	430429089230301	GW	1960-04-18		UTC	85.66				
USGS	430429089230301	GW	1960-04-19		UTC	85.38				
USGS	430429089230301	GW	1960-04-20		UTC	85.29				
USGS	430429089230301	GW	1960-04-21		UTC	85.2				
USGS	430429089230301	GW	1960-04-22		UTC	85.3				
USGS	430429089230301	GW	1960-04-23		UTC	85.57				
USGS	430429089230301	GW	1960-04-24		UTC	85.61				
USGS	430429089230301	GW	1960-04-25		UTC	85.72				
USGS	430429089230301	GW	1960-04-26		UTC	85.9				
USGS	430429089230301	GW	1960-04-27		UTC	86.07				
USGS	430429089230301	GW	1960-04-28		UTC	86.13				
USGS	430429089230301	GW	1960-04-29		UTC	86.18				
USGS	430429089230301	GW	1960-04-30		UTC	86.19				
USGS	430429089230301	GW	1960-05-01		UTC	86.1				
USGS	430429089230301	GW	1960-05-02		UTC	85.96				
USGS	430429089230301	GW	1960-05-03		UTC	85.83				
USGS	430429089230301	GW	1960-05-04		UTC	85.95				
USGS	430429089230301	GW	1960-05-05		UTC	86.08				
USGS	430429089230301	GW	1960-05-06		UTC	86.14				
USGS	430429089230301	GW	1960-05-07		UTC	86.14				
USGS	430429089230301	GW	1960-05-08		UTC	86.1				
USGS	430429089230301	GW	1960-05-09		UTC	85.92				
USGS	430429089230301	GW	1960-05-10		UTC	85.62				
USGS	430429089230301	GW	1960-05-11		UTC	85.48				
USGS	430429089230301	GW	1960-05-12		UTC	85.41				
USGS	430429089230301	GW	1960-05-13		UTC	85.42				
USGS	430429089230301	GW	1960-05-14		UTC	85.5				
USGS	430429089230301	GW	1960-05-15		UTC	85.54				
USGS	430429089230301	GW	1960-05-16		UTC	85.53				
USGS	430429089230301	GW	1960-05-17		UTC	85.6				
USGS	430429089230301	GW	1960-05-18		UTC	85.73				
USGS	430429089230301	GW	1960-05-19		UTC	85.83				
USGS	430429089230301	GW	1960-05-20		UTC	85.91				
USGS	430429089230301	GW	1960-05-21		UTC	85.93				
USGS	430429089230301	GW	1960-05-22		UTC	85.93				
USGS	430429089230301	GW	1960-05-23		UTC	85.83				
USGS	430429089230301	GW	1960-05-24		UTC	85.73				
USGS	430429089230301	GW	1960-05-25		UTC	85.76				
USGS	430429089230301	GW	1960-05-26		UTC	85.76				
USGS	430429089230301	GW	1960-05-27		UTC	85.9				
USGS	430429089230301	GW	1960-05-28		UTC	85.92				
USGS	430429089230301	GW	1960-05-29		UTC	85.92				
USGS	430429089230301	GW	1960-05-30		UTC	85.76				
USGS	430429089230301	GW	1960-05-31		UTC	85.56				
USGS	430429089230301	GW	1960-06-01		UTC	85.6				
USGS	430429089230301	GW	1960-06-02		UTC	85.78				
USGS	430429089230301	GW	1960-06-03		UTC	86.07				
USGS	430429089230301	GW	1960-06-04		UTC	86.3				
USGS	430429089230301	GW	1960-06-05		UTC	86.3				
USGS	430429089230301	GW	1960-06-06		UTC	86.29				
USGS	430429089230301	GW	1960-06-07		UTC	86.28				
USGS	430429089230301	GW	1960-06-08		UTC	86				
USGS	430429089230301	GW	1960-06-09		UTC	85.66				
USGS	430429089230301	GW	1960-06-10		UTC	85.49				
USGS	430429089230301	GW	1960-06-11		UTC	85.47				
USGS	430429089230301	GW	1960-06-12		UTC	85.4				
USGS	430429089230301	GW	1960-06-13		UTC	85.15				
USGS	430429089230301	GW	1960-06-14		UTC	85.3				
USGS	430429089230301	GW	1960-06-15		UTC	85.92				
USGS	430429089230301	GW	1960-06-16		UTC	86.75				
